         50343999 function calls (50336476 primitive calls) in 552.551 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      364    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2062    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       60    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      180    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      759    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1173    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       74    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        8    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        8    0.001    0.000    0.001    0.000 {built-in method addAction}
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        1    0.000    0.000    0.000    0.000 {built-in method addToolBar}
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1201/1133    0.029    0.000    0.068    0.000 {built-in method builtins.__build_class__}
   381/26    0.000    0.000    0.417    0.016 {built-in method builtins.__import__}
      106    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      159    0.000    0.000    0.000    0.000 {built-in method builtins.all}
     1251    0.002    0.000    0.007    0.000 {built-in method builtins.any}
     2401    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       26    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       16    0.001    0.000    0.003    0.000 {built-in method builtins.eval}
    330/1    0.003    0.000  552.552  552.552 {built-in method builtins.exec}
     9637    0.005    0.000    0.005    0.000 {built-in method builtins.getattr}
      502    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     6767    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
      170    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      472    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    28838    0.004    0.000    0.007    0.000 {built-in method builtins.isinstance}
      623    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      251    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
14506/13691    0.002    0.000    0.002    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      396    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1869    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      310    0.000    0.000    0.003    0.000 {built-in method builtins.next}
     1957    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       35    0.001    0.000    0.001    0.000 {built-in method builtins.print}
      121    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     2295    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      164   33.616    0.205   33.616    0.205 {built-in method builtins.sorted}
 10000004  109.472    0.000  109.472    0.000 {built-in method builtins.sum}
       82    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       13    0.000    0.000    0.000    0.000 {built-in method devicePixelRatio}
      900    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        7    0.001    0.000    0.001    0.000 {built-in method gc.collect}
        4    0.000    0.000    0.000    0.000 {built-in method height}
       29    0.002    0.000    0.002    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 {built-in method layout}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      300    0.050    0.000    0.050    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        4    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        7    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        5    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
      277    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
       60    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
  5001105   45.301    0.000   45.301    0.000 {built-in method numpy.core.multiarray.array}
      267    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
       40    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.concatenate}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
      106    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.dot}
       26    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
       66    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.unravel_index}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.frompyfunc}
       38    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
       19    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
     1541    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      105    0.003    0.000    0.003    0.000 {built-in method posix.getcwd}
       42    0.003    0.000    0.003    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1507    0.018    0.000    0.018    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method raise_}
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
        1    0.000    0.000    0.000    0.000 {built-in method setHeight}
        1    0.000    0.000    0.000    0.000 {built-in method setIconSize}
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
        1    0.000    0.000    0.000    0.000 {built-in method setSpacing}
        8    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        2    0.054    0.027    0.054    0.027 {built-in method statusBar}
       65    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
       39    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       62    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {built-in method width}
        2    0.000    0.000    0.000    0.000 {function NavigationToolbar2QT.sizeHint at 0x11b59f598}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x106bf1158}
     1415    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x110725488}
        3    0.000    0.000    0.000    0.000 {instance}
      146    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      430    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      470    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       43    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
    20071    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      333    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       21    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
      136    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.025    0.025    0.025    0.025 {method 'dot' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      244    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      554    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      140    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      375    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      707    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      134    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     1051    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     5427    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      357    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      667    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       26    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
     1994    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      937    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      287    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
  5001513    0.916    0.000    0.916    0.000 {method 'items' of 'dict' objects}
       98    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
